Quel est le budget demandé pour le projet pilote de 12 mois de l'Agence de Renseignement Citoyenne (ARC) ?,24 000 €.
"La stratégie de partenariat de l'ARC vise à transformer les ""douleurs"" des mutuelles (coûts de l'incapacité) et des syndicats (défense des exclus) en _____.",opportunités de collaboration
Quel est le slogan du projet pilote de l'Agence de Renseignement Citoyenne (ARC/NYXO) ?,"""On les indemnise pour ne rien faire, on les pénalise s’ils font quelque chose."""
"D'après le rapport de fact-checking, quel est le coût annuel réel des indemnités d'incapacité de travail en Belgique, contrairement aux ~8 Mds€ parfois cités ?","Entre 13 et 14,8 milliards d'euros."
"Le fact-checking corrige le nombre de chômeurs complets indemnisés en 2024 à environ _____, au lieu des 230 000 initialement cités.",292 790
"Le nombre réel d'affiliés à la mutuelle Solidaris est d'environ 3 millions, et non _____ comme parfois mentionné.","4,2 millions"
"Quel article de l'AR du 25/11/1991 et quelle loi de 2005 encadrent réellement le volontariat pour un chômeur, et non l'article 100 ?",L'article 45bis de l'AR et l'article 10 de la loi du 3 juillet 2005.
"Soralia est le nouveau nom de l'organisation féministe socialiste liée à Solidaris, anciennement connue sous le nom de _____.",Femmes Prévoyantes Socialistes (FPS)
"Le livre de Philippe Van Parijs, ""Basic Income"", a été co-écrit avec quel autre auteur ?",Yannick Vanderborght.
L'écosystème NYXO/CCPLC/ECP se base sur une doctrine militaire prussienne de commandement décentralisé appelée _____.,Auftragstaktik
"Qu'est-ce qu'un Alternate Reality Game (ARG), utilisé comme approche pour la plateforme NYXO ?","Une narration immersive qui utilise le monde réel comme plateforme, où les événements ne reconnaissent pas leur nature fictionnelle (principe TINAG)."
"Selon la Self-Determination Theory, quels sont les trois besoins psychologiques fondamentaux qu'une gamification éthique doit satisfaire ?","L'autonomie, la compétence et la relation (relatedness)."
Quelle est la consommation énergétique d'une transaction sur la blockchain Hedera Hashgraph comparée à celle du Bitcoin ?,"0,000003 kWh pour Hedera, contre 1 375 kWh pour Bitcoin."
"Quel mécanisme anti-spéculation consiste à lier un token à une identité, le rendant impossible à revendre ?","Les tokens non-transférables ou ""Soulbound Tokens""."
"Quel mécanisme anti-spéculation, aussi appelé ""fonte monétaire"", consiste en une perte de valeur programmée pour encourager la circulation ?",Le demurrage.
Quelle plateforme no-code est recommandée comme la plus simple pour déployer un token sur la blockchain Polygon pour environ 10$ ?,Token Tool (Bitbond).
"Quel mécanisme de vote, utilisé par Gitcoin, réduit l'influence des ""whales"" en donnant plus de poids aux dons de nombreuses personnes plutôt qu'à un gros don unique ?",Le vote quadratique.
"Selon le règlement européen MiCA, quelle est l'une des exemptions clés qui permet de lancer un token citoyen sans autorisation lourde ?",Les tokens non-transférables (Soulbound) sont totalement exclus du champ d'application de MiCA.
"Pourquoi la monnaie locale ""Bristol Pound"" a-t-elle échoué malgré 800 entreprises participantes ?",Principalement à cause d'une expérience utilisateur (UX) trop complexe et d'une base d'utilisateurs trop homogène.
"Dans le plan de développement de la ""Constellation Citoyenne"", quelle est l'action critique de la phase 2 pour débloquer l'accès aux financements ?",La création d'une ASBL (Association Sans But Lucratif) de droit belge.
"Quelle subvention de 100 000€, gérée par Innoviris, vise à valider un projet d'innovation sociale à Bruxelles ?",La subvention PYSI (Prove Your Social Innovation).
Quel est le principe de la philosophie tarifaire de l'outil NYXO pour les citoyens et usagers ?,"Il est entièrement gratuit pour eux, sans limite, sans compte et sans tracking."
Quelle est la licence open source de l'outil NYXO ?,CC BY-NC-SA 4.0 (Attribution - Pas d'Utilisation Commerciale - Partage dans les Mêmes Conditions).
Quelle action est requise pour l'ASBL NYXO avant le 31 décembre 2026 pour permettre la défiscalisation des dons de l'année suivante ?,Déposer la demande d'agrément fiscal auprès du SPF Finances.
"En devenant un outil de référence pour la COCOM, NYXO est légalement contraint au bilinguisme strict _____.",Français/Néerlandais
"Pour garantir l'accessibilité numérique, NYXO vise le niveau AA du standard WCAG 2.2 et l'obtention du label belge _____.",AnySurfer
Quel standard international d'échange de données de santé NYXO doit-il adopter pour garantir l'interopérabilité avec l'écosystème e-santé bruxellois ?,Le standard FHIR (Fast Healthcare Interoperability Resources).
"Quelle méthode d'évaluation NYXO adoptera-t-il pour mesurer sa valeur sociale, environnementale et économique ?",Le Retour Social sur Investissement (SROI - Social Return on Investment).
"Quel est le coût de l'inaction face au problème de l'exclusion de 978 000 personnes, exprimé en euros par heure ?",Un million d'euros par heure.
"Quelle organisation, bras d'éducation populaire du Mouvement Ouvrier Chrétien (MOC), est citée comme exemple de grand mouvement d'EP ?",Le CIEP (Centre d'Information et d'Éducation Populaire).
"Quelle organisation, affiliée au mouvement socialiste, est un exemple de grand mouvement d'EP avec environ 50 travailleurs et plus de 200 sections locales ?",PAC (Présence et Action Culturelles).
Quel est le coût d'une séance de psychologie de groupe pour un adulte de plus de 24 ans dans le cadre de la convention INAMI ?,"2,5 euros par séance."
"Quelle est la durée estimée pour qu'une personne en invalidité devienne co-directeur d'un mouvement d'EP de 42 ETP, compte tenu du moratoire FWB ?",10 à 15 ans.
La phase pilote 2025 du modèle ECP fonctionnera sur un modèle de '_____' en attendant les clarifications institutionnelles.,volontariat pur avec défraiement
"Quel service spécialisé, comme Exil à Ixelles, se concentre sur la santé mentale des réfugiés et victimes de torture ?",Un service de psychiatrie transculturelle.
Quel est le budget annuel estimé pour un mouvement d'éducation permanente de 42 ETP ?,"Entre 5,7 et 6,6 millions d'euros."
"La stratégie de l'écosystème CCPLC/NYXO, inspirée de l'Auftragstaktik, remplace la hiérarchie par la _____.",transparence radicale et la documentation
Quel est le rôle du Centre de Documentation et de Coordination Sociales (CDCS) au sein de la Plateforme Bruxelloise pour la Santé Mentale ?,"Il joue un rôle de support technique, gérant des outils comme le catalogue BRUDOC."
"Le projet ACI, avec son budget de 24 000€, vise à organiser 4 _____ thématiques sur 12 mois.",arpentages
"En cas de dépassement du plafond de revenus de plus de 15% pour un invalide indépendant, que se passe-t-il avec ses indemnités ?",Elles sont suspendues.
Le projet NYXO est conçu comme un fichier HTML unique qui fonctionne à 100% _____ pour garantir l'accessibilité et la confidentialité.,hors-ligne (offline)
"Dans le plan de développement de la Constellation Citoyenne, quelle fondation internationale est ciblée en phase 4 pour ses appels sur la santé mentale numérique ?",Le Wellcome Trust.
"Dans le plan tarifaire de NYXO, quelle est la contribution annuelle suggérée pour une ASBL locale / Petite ONG ?",Entre 50 € et 200 € par an.
"Quel service d'interprétariat en milieu social, spécialisé pour la santé mentale à Bruxelles, est mentionné comme un outil essentiel ?",SeTIS Bruxelles.
"Le fait-checking a révélé que l'évolution du nombre d'invalides en 10 ans est de +60-65%, et non de _____ comme parfois cité.",+40%
Le choix technique de Jekyll sur GitHub Pages pour l'écosystème citoyen garantit un coût d'hébergement _____ et une indépendance totale.,nul
Quel est le nom du média coopératif d'investigation belge membre du collectif KIOSQUE ?,Médor.
"Quel est le nom du site participatif de la Suisse romande, équivalent des médias du réseau Mutu en France ?",Renversé (renverse.co).
"Quel est le numéro de téléphone de Télé-Accueil en Belgique, disponible 24/7 pour un soutien psychologique ?",107.
