"Comment sont désignés les 10 sénateurs supplémentaires dits ""cooptés""?",Ils sont désignés par les 50 autres sénateurs (6 par les néerlandophones et 4 par les francophones).
Pourquoi un parlementaire ne peut-il pas être en même temps ministre?,"En raison du principe d'incompatibilité lié à la séparation des pouvoirs, pour éviter que la même personne soit à la fois contrôleur et contrôlé."
Quel est l'objectif principal de la formation du gouvernement fédéral en Belgique?,Trouver une coalition entre des partis politiques dont les députés forment la majorité de la Chambre.
"Quel est le rôle de l'""informateur"" lors de la formation du gouvernement belge?",Il est chargé de proposer au Roi une coalition majoritaire possible après les consultations royales.
"Qui nomme le ""formateur"" et quel poste celui-ci accède-t-il généralement en cas de succès?","Le Roi nomme le formateur, qui accède généralement au poste de Premier ministre."
Devant quelle assemblée le Premier ministre délivre-t-il la déclaration gouvernementale?,Devant la Chambre des représentants.
"Qu'est-ce que le ""vote de confiance"" ou ""vote d'investiture""?",C'est l'acte par lequel le Parlement (la Chambre) accorde sa confiance au gouvernement nouvellement formé.
"Qu'est-ce que le ""privilège de juridiction"" accordé aux ministres?",Ils sont jugés directement par la Cour d’appel pour des infractions commises dans l'exercice de leurs fonctions.
Selon quelle procédure les décisions sont-elles prises au sein du Conseil des ministres?,"Selon la procédure du consensus, qui est un accord unanime résultant d'un compromis négocié."
Quelle est la différence terminologique entre une initiative législative émanant d'un parlementaire et une émanant du gouvernement?,"L'initiative d'un parlementaire est une ""proposition de loi"", celle du gouvernement est un ""projet de loi""."
"Avant d'être déposé à la Chambre, un avant-projet de loi du gouvernement doit obligatoirement être soumis pour avis à quel organe?",Au Conseil d’État.
"Qu'est-ce que la ""prise en considération"" d'une proposition de loi?",C'est un vote de l'assemblée pour accepter ou non de débattre du contenu de la proposition.
"Dans la majorité des cas, l'adoption d'un texte par la _____ clôture la phase parlementaire.",Chambre des représentants
"Qu'est-ce que le ""bicaméralisme strict"" et quand s'applique-t-il?","C'est une procédure où le Sénat est compétent à l'égal de la Chambre, notamment pour les lois spéciales et la révision de la Constitution."
"Dans le bicaméralisme optionnel, quel est le pouvoir de la Chambre des représentants si le Sénat amende un projet de loi?","La Chambre des représentants se prononce définitivement; elle a le ""pouvoir du dernier mot""."
"Que sont les ""lois spéciales""?",Ce sont des lois qui aménagent les relations entre les communautés et qui ne peuvent être adoptées qu'à des conditions de majorité qualifiée.
Quelle est la majorité requise au sein de chaque chambre pour adopter une loi spéciale?,"Une majorité des 2/3 des suffrages, ainsi que la majorité absolue des voix au sein de chaque groupe linguistique."
"Quelle est la différence entre la ""sanction"" et la ""promulgation"" d'une loi par le Roi?","La sanction est l'accord du Roi en tant que branche du pouvoir législatif, la promulgation est l'attestation de la régularité du vote par le Roi en tant que chef de l'exécutif."
Quel est le délai par défaut pour l'entrée en vigueur d'une loi après sa publication au Moniteur belge?,Dix jours.
"En droit pénal, quand une loi nouvelle peut-elle être appliquée rétroactivement?",Uniquement si la loi nouvelle est plus favorable à la personne poursuivie.
Quelles sont les trois étapes de la procédure de révision de la Constitution belge?,1. La déclaration de révision; 2. La dissolution des chambres et de nouvelles élections; 3. La révision proprement dite.
"Quel est le rôle d'un ""arrêté royal d'exécution""?","Il édicte des règles complémentaires à une loi pour en préciser la portée, les détails ou les modalités de mise en œuvre."
"Qu'est-ce qu'une ""loi de pouvoirs spéciaux""?",C'est une loi qui étend considérablement le pouvoir réglementaire du Roi en période de crise pour lui permettre de prendre des mesures de portée législative.
"Qu'est-ce qu'un ""arrêté-loi""?","Un acte du pouvoir législatif pris durant la guerre par le Roi et les ministres réunis en Conseil, ayant la même valeur qu'une loi ordinaire."
Quel est le principe fondamental de l'organisation fédérale belge concernant la hiérarchie des normes?,Il y a une absence de hiérarchie entre l'État fédéral et les entités fédérées; leurs normes ne sont pas inférieures aux normes fédérales.
Les compétences des communautés et des régions sont dites d'_____ car elles sont limitativement énumérées par la Constitution ou les lois spéciales.,attribution
Citez deux compétences matérielles principales des Communautés belges.,"L'enseignement, les matières culturelles, l'emploi des langues, ou les matières personnalisables (santé, aide aux personnes)."
Citez deux domaines de compétences des Régions belges.,"Le cadre de vie (urbanisme, environnement), les compétences économiques et sociales, les transports et travaux publics, ou les pouvoirs locaux."
Comment s'appellent les normes législatives prises par les Communautés et Régions (sauf Bruxelles)?,"Elles s'appellent des ""décrets""."
Comment s'appellent les normes législatives prises par la Région de Bruxelles-Capitale?,"Elles s'appellent des ""ordonnances""."
Comment s'appellent les normes réglementaires prises par les gouvernements des Communautés et Régions?,"Elles s'appellent des ""arrêtés du gouvernement""."
"Quelle est la mission du ""Comité de concertation""?","Régler par la négociation les conflits de compétence qui surviennent entre l’État, les communautés et les régions."
"Qui peut voter aux élections communales en Belgique, outre les citoyens belges?","Les étrangers domiciliés dans la commune, et les ressortissants de l'Union européenne sont également éligibles (sauf pour la fonction de bourgmestre)."
Quelle est la mission principale de la Cour constitutionnelle?,Contrôler la conformité des normes législatives à la Constitution et le respect des règles de répartition des compétences.
Quelle est la mission principale de la section du contentieux administratif du Conseil d'État?,"Examiner les recours visant à l’annulation des arrêtés, règlements et décisions individuelles du pouvoir exécutif et de l'administration."
Quelle est la différence d'effet entre un recours en annulation et une question préjudicielle devant la Cour constitutionnelle?,"Le recours en annulation peut aboutir à l'annulation de la norme avec effet rétroactif, tandis que l'arrêt sur question préjudicielle n'entraîne pas l'annulation mais la norme voit son autorité diminuée."
"La composition de la Cour constitutionnelle belge est paritaire, avec 6 _____ et 6 _____.",juristes chevronnés / anciens parlementaires
Comment qualifie-t-on une organisation internationale où les États confient des compétences et où les décisions sont prises à la majorité?,"Une organisation de type ""supranational""."
Citez deux des quatre grandes libertés fondamentales du marché intérieur de l'Union européenne.,"La libre circulation des marchandises, des travailleurs, des services/liberté d'établissement, ou des capitaux."
Quelle institution de l'UE dispose du quasi-monopole de l'initiative législative?,La Commission européenne.
Quel organe de l'UE est composé d'un représentant de niveau ministériel par État membre et exerce principalement le pouvoir législatif?,"Le Conseil des ministres de l'Union européenne (ou ""le Conseil"")."
Quel organe de l'UE est composé des chefs d'État ou de gouvernement et donne à l'Union les impulsions nécessaires à son développement?,Le Conseil européen.
Quelle est la principale différence entre un règlement et une directive de l'UE?,"Un règlement est d'application directe et immédiate, tandis qu'une directive fixe un objectif que les États membres doivent transposer dans leur droit national."
"Qu'est-ce que l'""effet direct vertical"" d'une directive non transposée?",La possibilité pour un particulier de se prévaloir des dispositions de la directive à l'encontre de l'État défaillant.
"Dans la procédure législative ordinaire de l'UE, la majorité qualifiée au Conseil doit rassembler 55% des États membres représentant _____% de la population européenne.",65
Quel type de recours la Commission européenne peut-elle introduire devant la CJUE contre un État membre qui viole le droit de l'Union?,Un recours en manquement.
Quel mécanisme permet à un juge national de poser une question à la CJUE sur l'interprétation ou la validité du droit de l'UE?,Le renvoi préjudiciel.
Dans quel cadre a été adoptée la Convention européenne des droits de l'homme (CEDH)?,Dans le cadre du Conseil de l’Europe.
Quelle est l'une des deux conditions de recevabilité pour saisir la Cour européenne des droits de l'homme?,Avoir épuisé toutes les voies de recours internes ou introduire le recours dans un délai de 4 mois après la dernière décision nationale.
"Que signifie le fait que la Cour européenne des droits de l'homme considère la Convention comme un ""instrument vivant""?","Elle doit être interprétée ""à la lumière des conditions de vie actuelle""."
"Qu'est-ce qu'un ""traité-loi"" en droit international?",Un traité qui a pour objet d'établir des règles communes que les États s'engagent à respecter ou à intégrer dans leur ordre interne.
Citez deux des principaux organes de l'Organisation des Nations Unies (ONU).,"L'Assemblée générale, le Conseil de sécurité, le Secrétaire général, ou la Cour internationale de justice."
Quelle est la mission de la Cour internationale de justice (CIJ)?,"Régler, conformément au droit international, les différends d’ordre juridique qui opposent des États."
Citez une institution spécialisée du système des Nations Unies.,"L'Organisation internationale du travail (OIT), l'UNESCO, l'OMS, ou le Fonds monétaire international (FMI)."
"Selon Montesquieu, ""pour qu'on ne puisse abuser du pouvoir, il faut que, par la disposition des choses, le pouvoir _____ le pouvoir"".",arrête
"Que sont les ""principes généraux du droit""?","Des normes obligatoires qui procèdent de l’ordre juridique lui-même, soit qu’ils en constituent les fondements, soit qu’ils soient indispensables à sa mise en œuvre."
"Quelle ""force"" la jurisprudence confère-t-elle généralement aux principes généraux du droit?","Une ""force législative""."
"Quel principe fondamental a été consacré par l'arrêt ""Le Ski"" de la Cour de cassation belge en 1971?",Le principe de la primauté du droit international conventionnel ayant des effets directs sur le droit interne.
"Qu'est-ce que l'""exception d'illégalité"" prévue par l'article 159 de la Constitution belge?",Le pouvoir pour les cours et tribunaux de refuser d'appliquer des actes administratifs (arrêtés et règlements) non conformes aux règles supérieures.
La plupart des principes généraux du droit ont une valeur équivalente à celle d'un texte _____.,législatif
Comment l'État libéral du XIXe siècle concevait-il l'égalité?,"Comme une égalité purement formelle, où tous les Belges sont égaux devant la loi sans distinction d'ordres."
Quel compromis a mené à la transformation de l'État libéral en État social?,Le prolétariat a renoncé à la révolution en échange de l'égalité politique (suffrage universel) et de l'intervention de l'État pour améliorer les conditions de vie.
"Quelle obligation l'adhésion d'un État à une convention sur les droits sociaux crée-t-elle, empêchant un retour en arrière sur la protection sociale?","Une obligation de ""stand still"" (clause de non-régression)."
Qu'est-ce qu'une discrimination indirecte?,"Une pratique, mesure ou règle apparemment neutre qui aboutit, dans ses effets, à désavantager les membres d’un groupe déterminé."
"Une différence de traitement fondée sur un critère protégé (religion, etc.) peut être admise si elle est objectivement justifiée par un _____ et que les moyens sont appropriés et nécessaires.",objectif légitime
Quelle est la structure élémentaire du procès?,Elle est triangulaire: deux parties avec des prétentions contraires et un juge pour trancher le litige.
Quel principe fondamental du procès implique que tous les éléments sujets à contestation doivent être soumis à la discussion des parties?,Le principe du contradictoire.
Citez une des quatre garanties constitutionnelles de l'indépendance des juges en Belgique.,"La nomination à vie, l'inamovibilité, la fixation du statut pécuniaire par la loi, ou un régime strict d'incompatibilités."
"Quelle est la différence fondamentale entre la ""magistrature assise"" et la ""magistrature debout""?","La magistrature assise (juges) tranche les litiges, tandis que la magistrature debout (ministère public) représente la société et exerce l'action publique."
Quelle est la principale mission du ministère public (parquet) dans une affaire pénale?,"Rechercher les infractions, diriger l’enquête, poursuivre les suspects et requérir l’application de la loi pénale."
"Que signifie l'adage ""la plume est serve mais la parole est libre"" pour un membre du ministère public?",Il doit suivre les ordres écrits de sa hiérarchie (plume serve) mais peut exprimer son opinion librement à l'audience (parole libre).
Quel est le rôle principal d'un avocat?,"Assurer la représentation et la défense de ses clients en justice, ainsi que les conseiller."
Qui préside le Conseil de l'Ordre de chaque barreau?,Le bâtonnier.
Comment appelle-t-on la juridiction qui connaît des litiges relatifs au contrat de travail et à la sécurité sociale?,Le tribunal du travail.
Quelle juridiction est généralement compétente pour les litiges civils dont la valeur dépasse 5.000 euros?,Le tribunal de première instance.
"Quelle est la juridiction de droit commun pour les infractions de gravité moyenne, comme le vol?",Le tribunal correctionnel.
Quelle juridiction est compétente pour les infractions les plus graves (crimes) et inclut un jury populaire?,La cour d'assises.
Comment appelle-t-on le recours qui permet à une partie de demander à une juridiction supérieure de réexaminer complètement un litige jugé en première instance?,L'appel.
Quel est le rôle de la Cour de cassation?,"Elle n'examine pas le fond de l'affaire, mais vérifie si le juge du fond a fait une correcte application de la loi (contrôle de légalité)."
Quel est le principe fondamental selon lequel la charge de la preuve incombe à la partie poursuivante en matière pénale?,La présomption d'innocence.
"Quel droit fondamental, consacré par la jurisprudence de la Cour européenne des droits de l'homme, permet à un accusé de ne pas témoigner contre lui-même?",Le droit au silence.
"Quelle est la différence entre la phase d'""information"" et d'""instruction"" dans un procès pénal?","L'information est menée par le procureur du Roi, tandis que l'instruction, plus contraignante, est dirigée par un juge d'instruction indépendant."
Quelle est la durée maximale d'une arrestation judiciaire ordonnée par le procureur du Roi?,Quarante-huit heures.
Quel magistrat est le seul à pouvoir décerner un mandat d'arrêt pour une détention préventive?,Le juge d’instruction.
Quel est le double rôle du juge d'instruction?,"Il doit mener l'enquête à la fois à charge et à décharge, c'est-à-dire rechercher les preuves pour l'accusation et pour la défense."
Comment appelle-t-on une personne contre laquelle existent des indices sérieux de culpabilité dans le cadre d'une instruction?,Un inculpé.
Quelle juridiction d'instruction contrôle le maintien en détention préventive et décide du renvoi de l'inculpé devant le tribunal?,La Chambre du conseil.
Comment appelle-t-on la décision de la Chambre du conseil qui met fin aux poursuites faute de charges suffisantes?,Une ordonnance de non-lieu.
"Quelle est la juridiction d'instruction du second degré, qui connaît notamment des appels des décisions de la Chambre du conseil?",La Chambre des mises en accusation.
"Le caractère de la phase préliminaire du procès pénal est principalement _____, tandis que celui de la phase de jugement est accusatoire.",inquisitoire
"Devant le tribunal correctionnel, la personne poursuivie est appelée _____, et devant la cour d'assises, elle est appelée _____.",prévenu / accusé
Quelle est la particularité de la voie de recours d'appel concernant les décisions de la cour d'assises?,Les décisions de la cour d'assises ne sont pas susceptibles d'appel; elles statuent en premier et dernier ressort.
Quel phénomène se produit lorsqu'une juridiction prend une décision qui contredit sa jurisprudence antérieure sur un point de droit?,Un revirement de jurisprudence.
