"Quelle est la mission de Latitude Jeunes, l'organisation de jeunesse du réseau Solidaris ?","Aider les jeunes à devenir des citoyen·ne·s responsables, actifs·actives, critiques et solidaires via des méthodes participatives."
Quel est le principe de l'Éducation à la Citoyenneté Mondiale (ECM) promu par le Centre Nord-Sud du Conseil de l'Europe ?,"C'est une éducation qui ouvre les yeux des citoyens sur les réalités du monde et les engage à œuvrer pour un monde plus juste, équitable et respectueux des droits humains."
Quelles sont les dimensions globales de l'éducation à la citoyenneté que l'ECM recouvre ?,"L'éducation au développement, aux droits humains, au développement durable, à la paix et l'éducation interculturelle."
Comment l'ECM (Éducation à la Citoyenneté Mondiale) aborde-t-elle les thèmes ? En reconnaissant les connexions entre le niveau _____ et le niveau _____.,micro (réalité proche) / macro (global)
Quelle méthode pédagogique utilisée en ECM transforme les participants en 'spect-acteurs' pour analyser et trouver des solutions à des problèmes ?,Les arts participatifs (comme le théâtre social).
"Selon le rapport de l'OCDE, quel est l'un des principaux obstacles à une participation citoyenne effective pour de nombreux citoyens ?","Un manque de connaissances, de compétences et une mauvaise perception de leur efficacité personnelle."
Quelle corrélation les données de l'OCDE montrent-elles entre le niveau de formation et la participation électorale ?,Une corrélation étroite : un niveau de formation plus élevé est associé à une plus grande participation électorale.
Qu'est-ce que la budgétisation participative incluant les enfants et les jeunes ?,"Un processus qui permet aux jeunes de participer à la conception, la sélection et la mise en œuvre de projets financés par des budgets publics."
"Quelle convention internationale pionnière de 1998 garantit l'accès à l'information, la participation du public et l'accès à la justice en matière d'environnement ?",La Convention d’Aarhus.
"Selon l'analyse d'Action Vivre Ensemble, quelle est l'approche nécessaire pour résoudre la 'crise socio-environnementale' complexe ?","Une approche intégrale qui combat la pauvreté, rend la dignité aux exclus et préserve la nature simultanément."
"Dans le débat sur la transition écologique, pourquoi la culpabilisation des individus aux faibles ressources est-elle critiquée ?","Car leur rôle dans la consommation d'énergie et la production de CO2 est bien moindre que celui des multinationales, et ils n'ont pas les moyens de changer leurs habitudes."
Quelle est l'une des conséquences de la crise sanitaire du Covid-19 sur les inégalités sociales en Belgique ?,"Elle a exacerbé et mis en lumière les inégalités préexistantes, touchant particulièrement les travailleurs précaires, les jeunes et les familles monoparentales."
L'association La Voix des Femmes utilise la méthodologie des 'Intelligences citoyennes' de Majo Hansotte. Quel est le point de départ de cette démarche ?,Elle part des vécus et des injustices sociales exprimées par les participant·e·s pour arriver à des processus et revendications collectifs (du 'je' au 'nous').
Qu'est-ce que l'ECSI (Éducation à la Citoyenneté et à la Solidarité Internationale) ?,"Une démarche pédagogique visant à permettre à chacun de comprendre les mécanismes d'interdépendance dans le monde pour agir en faveur d'un monde juste, solidaire et durable."
Quel rôle l'Éducation aux Médias et à l'Information (EMI) joue-t-elle dans le cadre de l'ECSI ?,"Elle aide à développer l'esprit critique, à décrypter l'information et à vérifier les sources pour mieux comprendre la fabrique de l'information."
"Dans les années 70 à Bruxelles, quelle alliance 'gramscienne' s'est formée pour résister à la destruction de l'habitat populaire ?","Une alliance entre certains segments du monde syndical, l'associatif local (souvent de la gauche chrétienne) et des habitants de quartiers aisés menacés par des projets routiers."
Quelle est l'une des dérives de la 'professionnalisation' du secteur de l'éducation permanente ?,"Le risque de développer une culture d'entreprise et de 'traquer' un 'public cible' pour justifier les subventions, au détriment de l'action politique de fond."
Quelle est la double tension paradoxale vécue par de nombreuses associations d'éducation permanente locales ?,La tension entre répondre à l'urgence sociale (aide) et construire collectivement une contestation critique (politisation).
Quel constat a mené à la création du Comité Grand Artois en France ?,L'absence totale de relation entre les lycées professionnels et les entreprises locales.
Quel a été l'un des principaux résultats de l'action du Comité Grand Artois ?,"L'image du lycée professionnel a changé, et les élèves ont beaucoup plus de facilité à trouver des stages auprès des entreprises locales."
"Selon la Ligue de l’enseignement, quels enjeux l'éducation populaire doit-elle affronter aujourd'hui ?","Des enjeux de renouvellement des pratiques, d'inflation, de problèmes de recrutement et de mise en concurrence."
"Quel est l'objectif principal de Sofélia, la fédération des Centres de Planning familial solidaires ?","Garantir à tou·te·s un accès égal à l'information et aux services en matière d'éducation relationnelle, affective et sexuelle (EVRAS)."
Qu'est-ce que le 'tronc commun' dans le système éducatif de la Fédération Wallonie-Bruxelles ?,"Une réforme visant à offrir à tous les élèves un bagage commun et ambitieux de savoirs, de savoir-faire et de compétences de la maternelle à la 3ème secondaire."
"Selon le document 'POUR UNE ÉDUCATION ÉMANCIPATRICE', que doivent faire les espaces et méthodes d'éducation pour être efficaces ?","Ils doivent être liés (formel, non-formel, informel) et permettre aux individus de connaître leur territoire, leur contexte, leur histoire et leur diversité culturelle."
Quelle est la principale caractéristique de la méthode des 'arts participatifs' en éducation à la citoyenneté mondiale ?,Les participants deviennent à la fois spectateurs et acteurs ('spect-acteurs') pour analyser et transformer des situations problématiques.
"Selon l'OCDE, quel est l'un des piliers pour renforcer les capacités de participation citoyenne ?","Investir dans un éventail de 'compétences de participation' pour les jeunes et les adultes, y compris l'éducation civique et la littératie numérique."
Quel problème la France cherche-t-elle à adresser avec sa 'Charte d’accessibilité de la communication de l’État' ?,"Rendre les informations communiquées par les institutions publiques plus faciles à trouver, lire et comprendre, en luttant contre le jargon technique."
"Comment le gouvernement Arizona justifie-t-il sa politique de rigueur sociale, selon Bart De Wever ?",Par une prétendue préoccupation pour les 'générations futures' (enfants et petits-enfants).
Quel est le risque de la dématérialisation des services publics pour les personnes en situation de précarité ?,"Elle peut cumuler précarité sociale et précarité numérique, rendant inaccessibles des démarches administratives essentielles."
"En France, quel est le constat de l'INSEE concernant les compétences numériques de base ?",Une personne sur six n'utilise pas Internet et plus d'un usager sur trois manque de compétences numériques de base.
Pourquoi l'enseignement supérieur a-t-il perdu de son pouvoir de protection contre le chômage pour les jeunes ?,De plus en plus de jeunes hautement qualifiés sont touchés par le chômage et la précarité en raison de la crise économique.
Le système de _____ utilisé par le secteur Jeunesse du Conseil de l'Europe est un modèle de participation où jeunes et représentants gouvernementaux prennent des décisions ensemble.,co-gestion
"Selon le rapport 'Jeunesse et démocratie', la politique telle que les jeunes la pratiquent est davantage _____, _____ et informelle.","personnalisée, individualisée"
Pourquoi le faible nombre de parlementaires de moins de 30 ans est-il un problème pour la participation politique des jeunes ?,Cela illustre la réticence à les associer pleinement au pouvoir et peut donner aux jeunes le sentiment que les décideurs sont éloignés de leurs réalités.
"Dans le contexte de la transition écologique, que signifie l'expression 'une seule et complexe crise socio-environnementale' ?","Qu'il n'y a pas deux crises séparées (une environnementale et une sociale), mais une seule qui lie la clameur de la terre et la clameur des pauvres."
Pourquoi le choix de 'consom'acteur' est-il parfois insuffisant ou injuste pour adresser la crise écologique ?,Car il fait peser la responsabilité sur l'individu alors que l'impact des multinationales est bien plus grand et que les personnes précaires n'ont pas les moyens de faire des choix de consommation 'responsables'.
Quelle est l'approche de l'Éducation à la Citoyenneté et à la Solidarité Internationale (ECSI) face aux préjugés sur les migrations ?,"Elle propose des outils (guides, films, récits de vie) pour déconstruire les idées reçues et œuvrer pour une société plus ouverte à la diversité."
Quelle est la critique principale adressée aux 'collapsologues' par des acteurs comme Jérémie Cravatte ?,Leur positionnement est jugé occidentalo-centré et peut mener à une forme de dépolitisation et de fuite (survivalisme) plutôt qu'à la construction de réponses collectives.
En quoi la digitalisation et la fracture numérique peuvent-elles constituer une 'double violence' pour les personnes en situation de pauvreté ?,Elles les disqualifient en supposant un manque de compétences ('on va leur apprendre') sans changer leurs conditions d'existence matérielles.
