Quel est l'objectif final de la Phase $3$ de l'ECP ($2027$-$2029$) ?,L'institutionnalisation via un cadre légal reconnaissant le statut de « Contributeur Citoyen ».
Quel concept économique de Kate Raworth inspire le cadre éthique de l'ECP ?,La Théorie du Donut.
Que signifie l'acronyme MCC dans le cadre de l'ECP ?,Monnaie Contributive Citoyenne.
"Dans le modèle ECP, qu'est-ce que la « liquidation » des fonds ?","Le moment où le contributeur retire les sommes accumulées, par exemple lors de son départ à la pension."
Quel est l'avantage du modèle « B2B » validé par le ruling fiscal pour un contributeur ?,"Il acte la nature commerciale et autonome de la prestation, protégeant contre le lien de subordination."
Quel plafond de défraiement annuel est conseillé pour rester dans la zone de sécurité du volontariat en $2025$ ?,"$1\,692,51$ euros."
Quel est l'objectif de l'écart financier entre travail et non-travail visé par l'Arizona ?,Atteindre une différence de plus de $500$ euros par mois.
Comment s'appelle la taxe sur les comptes-titres que le gouvernement Arizona prévoit de doubler ?,La taxe d'abonnement.
Quel est le nouveau taux du précompte mobilier VVPRbis prévu par l'accord budgétaire ?,$18\%$.
Quel type de société est particulièrement visé par la réforme du VVPRbis ?,Les sociétés de management.
Quel est le montant total de l'effort budgétaire global prévu par Les Engagés pour $2029$ ?,$23$ milliards d'euros.
Quelle réforme transforme le certificat médical en document indiquant ce que le travailleur peut encore faire ?,La mise en place de la « fit note » (certificat d'aptitude).
À partir de quelle année la déclaration en temps réel des factures TVA deviendra-t-elle obligatoire ?,$2028$.
Quel est le taux de la nouvelle taxe sur les plus-values sur actifs financiers ?,$10\%$.
Quelle technique fiscale pour les partenaires sans revenus sera réduite de moitié d'ici $2029$ ?,Le quotient conjugal.
Quel est le nouveau plafond d'heures pour le travail étudiant ?,$650$ heures par an.
Quel montant maximum de revenus nets un étudiant peut-il gagner sans que ses parents ne perdent d'avantages ?,"$12\,000$ euros."
Quelle mesure permanente concerne la TVA pour la démolition et la reconstruction d'un logement ?,L'application du taux réduit de $6\%$.
Comment s'appelle le nouveau principe fiscal qui permet aux contribuables de bonne foi de ne pas être pénalisés pour une première erreur ?,Le droit à l'erreur.
Quel montant devra désormais débourser un candidat pour obtenir la nationalité belge ?,"$1\,000$ euros (au lieu de $150$ euros)."
Quel est le délai de prescription prévu en cas de suspicion de fraude fiscale ?,$7$ ans.
Quel outil informatique centralise toutes les aides et prestations sociales pour calculer le plafond par ménage ?,Le registre central.
Comment l'accord Arizona prévoit-il d'augmenter le pouvoir d'achat via les chèques-repas ?,En augmentant la contribution maximale légale de deux fois $2$ euros.
Quelle taxe sera instaurée unilatéralement en $2027$ si aucun accord international n'est trouvé ?,La digitaxe (taxe numérique).
Quelle institution est chargée de réécrire et simplifier le code de l'impôt sur le revenu ?,Une commission spéciale de simplification.
Quel service de médiation sera transformé en « arbitrage fiscal » pour réduire les litiges ?,Le service de médiation fiscale.
"Dans le cadre de l'ECP, que représente un « crédit de voix » ?",Une unité de pouvoir décisionnel générée par une action citoyenne positive.
Quelle ville belge a récemment annoncé un accord communal PS-Ecolo-PTB surnommé la « Portugaise » ?,Mons.
Quel mouvement d'éducation permanente édite le magazine « Agir par la Culture » ?,Présence et Action Culturelles (PAC).
Quelle organisation d'économie sociale a été fondée par l'Abbé Froidure en $1937$ ?,Les Petits Riens.
Comment s'appelle le journal d'investigation néerlandophone indépendant créé en $2009$ ?,Apache.
Quelle instance médiatique a reçu des centaines de plaintes après une séquence polémique sur le CPAS ?,Le CSA (Conseil supérieur de l'audiovisuel).
Quel est le coût opérationnel modeste de l'infrastructure de l'ARC ?,"Environ $16\,000$ euros par an."
Quelle technologie frugale est recommandée pour garantir l'accès universel au portail NYXO ?,Eleventy ($11ty$).
Quel système remplace les astreintes lorsqu'un contribuable entrave une visite fiscale ?,L'application d'un bénéfice imposable minimal.
Quelle réforme de Les Engagés vise à créer un crédit de jours de congé par enfant ?,La réforme « sac à dos des congés familiaux ».
Quel est le but de la « norme énergétique » renforcée par le budget Arizona ?,Réduire la facture d'électricité des entreprises belges exposées.
Quel organisme est mentionné comme partenaire pour le support de l'infrastructure Solid à Bruxelles ?,Paradigm.
"Selon le FMI, sans intervention, vers quel type de budget se dirige la Belgique ?",Le pire budget de tous les pays industrialisés.
Quel est le taux d'endettement public par rapport au PIB prévu pour $2038$ sans réformes ?,$130\%$.
Quelle procédure européenne a été déclenchée contre la Belgique en juin $2024$ ?,La procédure de déficits excessifs.
Quel principe de justice fiscale est invoqué pour faire contribuer les plus grandes fortunes ?,La contribution des épaules les plus larges.
Quelle est la durée de la période d'ajustement budgétaire choisie par la Belgique auprès de l'UE ?,$7$ ans.
